pair,side,time_diff,price_diff
EURUSD,buy,6.633706569671631,5.999999999994898e-05
USDJPY,buy,5.368471622467041,-0.0029999999999859
EURUSD,buy,4.445388078689575,-1.999999999990898e-05
EURUSD,sell,4.309386730194092,5.999999999994898e-05
EURUSD,sell,5.469545364379883,-1.0000000000065512e-05
EURUSD,buy,6.646506309509277,1.0000000000065512e-05
EURUSD,sell,4.6177849769592285,-2.999999999997449e-05
USDJPY,sell,9.261111497879028,0.0020000000000095
USDJPY,buy,4.707509994506836,0.0109999999999956
USDJPY,buy,5.84593939781189,0.0060000000000002
EURUSD,buy,6.449823617935181,0.0
USDJPY,sell,5.880919456481934,0.0229999999999961
EURUSD,buy,4.395920753479004,0.0
EURUSD,sell,6.916045427322388,2.999999999997449e-05
USDJPY,sell,8.523733377456665,0.0
EURUSD,sell,6.597794532775879,-0.00017
EURUSD,buy,4.321830987930298,-7.00000000000145e-05
EURUSD,sell,6.254405736923218,0.0001199999999998
USDJPY,buy,4.443387508392334,0.0019999999999811
EURUSD,sell,9.07897663116455,-4.999999999988347e-05
USDJPY,sell,6.9443864822387695,0.0010000000000047
EURUSD,buy,8.162588357925415,-5.000000000010552e-05
USDJPY,buy,6.413613557815552,-0.0010000000000047
USDJPY,sell,8.936503887176514,-0.0030000000000143
USDJPY,buy,7.137305974960327,-0.0120000000000004
EURUSD,sell,5.922910928726196,0.00011
EURUSD,sell,5.904511451721191,-4.000000000004e-05
EURUSD,sell,6.182100534439087,-7.00000000000145e-05
USDJPY,buy,7.605190992355347,-0.0200000000000102
USDJPY,buy,5.747892379760742,0.0110000000000241
USDJPY,sell,4.350177526473999,0.007000000000005
USDJPY,buy,5.895119428634644,-0.0010000000000047
USDJPY,buy,9.06144094467163,-0.0020000000000095
USDJPY,buy,6.872381448745728,0.0
EURUSD,sell,7.0516276359558105,0.0
USDJPY,sell,6.841377258300781,0.0019999999999811
USDJPY,buy,8.2353994846344,0.0010000000000047
USDJPY,buy,5.564336538314819,-0.0030000000000143
USDJPY,sell,5.603585720062256,0.0060000000000002
EURUSD,sell,6.260843276977539,0.0004199999999998
EURUSD,sell,4.867023468017578,-0.0001900000000001
USDJPY,sell,7.073338270187378,0.004000000000019
USDJPY,sell,6.038996934890747,0.0169999999999959
EURUSD,sell,6.092863321304321,0.00011
EURUSD,buy,7.891587972640991,-1.999999999990898e-05
USDJPY,buy,6.522033214569092,0.0039999999999906
EURUSD,buy,5.8455564975738525,1.0000000000065512e-05
EURUSD,buy,5.926248550415039,4.000000000004e-05
EURUSD,sell,4.821513414382935,-9.9999999999989e-05
USDJPY,sell,5.576769828796387,-0.0010000000000047
EURUSD,buy,6.888347864151001,3.0000000000196536e-05
EURUSD,buy,5.330168724060059,-4.000000000004e-05
EURUSD,sell,5.716401815414429,-1.999999999990898e-05
EURUSD,buy,4.9983344078063965,2.999999999997449e-05
EURUSD,sell,8.0031898021698,9.9999999999989e-05
EURUSD,sell,7.840753793716431,-5.000000000010552e-05
USDJPY,buy,6.107287168502808,-0.0180000000000006
USDJPY,sell,4.446847438812256,-0.0060000000000002
USDJPY,buy,6.760023593902588,0.0099999999999909
EURUSD,buy,4.902221202850342,-2.999999999997449e-05
EURUSD,buy,4.290700912475586,-8.999999999992347e-05
USDJPY,buy,6.6810925006866455,-0.0060000000000002
EURUSD,buy,5.586792707443237,0.0
USDJPY,sell,6.158988237380981,0.0060000000000002
EURUSD,buy,8.164811849594116,-2.0000000000131024e-05
USDJPY,buy,7.554678916931152,0.0029999999999859
EURUSD,sell,6.15392017364502,-0.0001200000000001
EURUSD,buy,4.360150337219238,-8.000000000008001e-05
USDJPY,sell,7.117192268371582,-0.0120000000000004
USDJPY,sell,5.434985160827637,-0.0080000000000097
EURUSD,buy,6.147587537765503,-7.00000000000145e-05
EURUSD,buy,6.088224411010742,1.0000000000065512e-05
USDJPY,sell,7.836988687515259,0.0120000000000004
USDJPY,buy,10.299639463424684,0.0039999999999906
EURUSD,sell,6.085675239562988,8.000000000008001e-05
USDJPY,buy,5.938438653945923,0.0
EURUSD,sell,5.99062442779541,-4.999999999988347e-05
EURUSD,buy,4.388283491134644,-7.00000000000145e-05
USDJPY,sell,6.811656951904297,0.0079999999999813
USDJPY,buy,8.6632719039917,0.0
USDJPY,buy,8.004866361618042,-0.0109999999999956
USDJPY,buy,6.060956954956055,-0.0010000000000047
USDJPY,buy,4.34027886390686,0.0049999999999954
EURUSD,sell,5.9711456298828125,-2.999999999997449e-05
USDJPY,sell,8.229132413864136,0.0060000000000002
USDJPY,buy,8.343436479568481,0.0020000000000095
USDJPY,buy,7.144010782241821,-0.0099999999999909
EURUSD,sell,6.521197319030762,7.999999999985796e-05
EURUSD,buy,7.579342842102051,4.000000000004e-05
EURUSD,sell,5.826369762420654,-7.00000000000145e-05
USDJPY,buy,4.868797302246094,-0.0130000000000052
EURUSD,buy,8.672866821289062,2.0000000000131024e-05
USDJPY,sell,6.178391695022583,-0.0039999999999906
USDJPY,buy,7.6766650676727295,-0.0109999999999956
EURUSD,buy,9.793946981430054,5.000000000010552e-05
USDJPY,sell,6.015607833862305,0.0
EURUSD,sell,6.544787168502808,-1.999999999990898e-05
EURUSD,sell,7.625170707702637,0.0
EURUSD,sell,4.9039623737335205,5.000000000010552e-05
EURUSD,buy,4.284221887588501,1.0000000000065512e-05
EURUSD,buy,9.265036344528198,-2.999999999997449e-05
USDJPY,buy,6.604669809341431,0.0060000000000002
USDJPY,buy,5.332046747207642,0.0060000000000002
USDJPY,sell,5.864494562149048,0.0030000000000143
USDJPY,buy,6.521105051040649,0.01400000000001
EURUSD,buy,6.312018632888794,-7.00000000000145e-05
USDJPY,sell,5.91243839263916,-0.0090000000000145
USDJPY,sell,4.414561033248901,-0.0020000000000095
EURUSD,sell,5.911312818527222,-3.0000000000196536e-05
USDJPY,buy,5.579813003540039,0.0060000000000002
USDJPY,buy,6.40408730506897,-0.0020000000000095
USDJPY,buy,5.4771997928619385,0.0010000000000047
EURUSD,sell,6.826096057891846,-9.999999999843467e-06
USDJPY,sell,6.994271278381348,0.0029999999999859
EURUSD,sell,5.138890743255615,0.0
USDJPY,sell,8.641270875930786,0.0060000000000002
USDJPY,sell,5.161861419677734,-0.0020000000000095
USDJPY,buy,10.520347118377686,0.0019999999999811
USDJPY,buy,8.591840744018555,0.0060000000000002
USDJPY,sell,6.381462097167969,0.0010000000000047
USDJPY,sell,7.384128570556641,-0.0009999999999763
EURUSD,buy,7.928354263305664,-7.00000000000145e-05
USDJPY,sell,6.067908525466919,-0.007000000000005
EURUSD,sell,7.760774612426758,-9.999999999843467e-06
USDJPY,buy,5.299850940704346,0.0020000000000095
EURUSD,sell,7.081928730010986,-9.999999999843467e-06
USDJPY,sell,7.838446140289307,-0.0039999999999906
EURUSD,sell,8.054696083068848,2.0000000000131024e-05
USDJPY,sell,6.640092134475708,0.0120000000000004
USDJPY,sell,5.839359283447266,-0.0080000000000097
EURUSD,buy,5.445998668670654,0.0
USDJPY,buy,7.504766464233398,-0.0120000000000004
EURUSD,buy,10.76738739013672,9.999999999843467e-06
USDJPY,buy,6.472404479980469,0.0180000000000006
EURUSD,sell,5.385756254196167,-9.9999999999989e-05
USDJPY,buy,6.775614500045776,-0.0009999999999763
USDJPY,buy,5.943856477737427,-0.0109999999999956
USDJPY,buy,5.921612501144409,0.0049999999999954
USDJPY,sell,12.125219345092772,-0.0360000000000013
USDJPY,buy,5.542293310165405,0.0020000000000095
EURUSD,sell,8.330479621887207,0.0
USDJPY,sell,7.764817953109741,-0.0120000000000004
USDJPY,buy,8.061047315597534,0.0439999999999827
EURUSD,buy,7.344515800476074,0.0001499999999998
EURUSD,buy,6.085615158081055,-4.000000000004e-05
USDJPY,sell,6.91669487953186,-0.0089999999999861
EURUSD,buy,8.121407508850098,-8.000000000008001e-05
USDJPY,sell,7.072562456130981,0.007000000000005
EURUSD,buy,6.442896842956543,8.999999999992347e-05
USDJPY,sell,6.525229454040527,-0.0229999999999961
USDJPY,buy,4.6886146068573,0.0020000000000095
USDJPY,buy,6.332435131072998,-0.0010000000000047
EURUSD,buy,6.779299736022949,-9.9999999999989e-05
USDJPY,sell,5.278100728988648,0.0039999999999906
USDJPY,buy,5.4607908725738525,-0.0029999999999859
USDJPY,sell,7.761468172073364,-0.0199999999999818
EURUSD,buy,7.399666547775267,-0.0001199999999998
USDJPY,sell,7.935338973999023,-0.0120000000000004
USDJPY,buy,6.677095174789429,-0.0389999999999872
USDJPY,sell,5.374725103378296,0.0010000000000047
EURUSD,sell,12.280848026275637,0.00011
EURUSD,sell,6.309442520141602,0.0
EURUSD,sell,5.2208569049835205,1.0000000000065512e-05
USDJPY,buy,6.387466907501221,0.0020000000000095
USDJPY,buy,7.527716875076294,-0.0190000000000054
USDJPY,buy,6.310046434402466,-0.0019999999999811
USDJPY,sell,8.690077543258667,-0.0109999999999956
EURUSD,sell,5.637603998184204,-0.0001099999999998
EURUSD,buy,8.084293603897095,8.999999999992347e-05
EURUSD,buy,7.858898878097534,6.000000000017103e-05
USDJPY,sell,8.749980449676514,-0.0080000000000097
EURUSD,sell,5.272373914718628,1.0000000000065512e-05
USDJPY,buy,6.66803789138794,0.007000000000005
EURUSD,buy,7.488057374954224,0.00024
USDJPY,buy,6.209767818450928,0.0019999999999811
EURUSD,buy,4.921061038970947,9.9999999999989e-05
EURUSD,sell,5.711419105529785,-5.999999999994898e-05
USDJPY,sell,9.930554389953612,-0.01400000000001
EURUSD,buy,9.63764476776123,1.0000000000065512e-05
USDJPY,buy,7.922958374023437,0.0010000000000047
EURUSD,sell,7.164945602416992,0.0001099999999998
USDJPY,sell,6.974442481994629,0.0150000000000147
USDJPY,buy,6.035101890563965,-0.0190000000000054
USDJPY,buy,8.048780918121338,-0.0120000000000004
USDJPY,buy,10.291339635849,-0.0169999999999959
USDJPY,sell,5.757909297943115,-0.0089999999999861
USDJPY,buy,8.372938394546509,-0.0060000000000002
EURUSD,sell,7.023993730545044,7.999999999985796e-05
EURUSD,buy,7.292171478271484,-9.9999999999989e-05
USDJPY,buy,4.769184827804565,-0.0060000000000002
USDJPY,buy,8.06467342376709,-0.039999999999992
USDJPY,sell,9.933672904968262,0.007000000000005
EURUSD,sell,7.736620664596558,2.0000000000131024e-05
EURUSD,sell,8.105926275253296,2.999999999997449e-05
USDJPY,buy,6.638689279556274,0.0200000000000102
EURUSD,sell,6.448304176330566,1.0000000000065512e-05
USDJPY,buy,8.482197284698486,-0.004000000000019
USDJPY,buy,6.153655052185059,0.0060000000000002
USDJPY,sell,10.374515295028688,-0.0160000000000195
USDJPY,sell,6.919108152389526,-0.0029999999999859
EURUSD,buy,8.6307373046875,-3.999999999981796e-05
EURUSD,buy,6.459141254425049,2.0000000000131024e-05
EURUSD,sell,5.770293235778809,-8.999999999992347e-05
USDJPY,buy,6.978978633880615,-0.0149999999999863
USDJPY,buy,8.703093767166138,-0.0130000000000052
USDJPY,buy,9.81965970993042,0.0039999999999906
USDJPY,sell,7.395129919052124,0.0370000000000061
USDJPY,buy,8.712077140808105,-0.0049999999999954
USDJPY,buy,7.810380220413208,0.0149999999999863
EURUSD,sell,6.228478908538818,2.999999999997449e-05
EURUSD,buy,7.600726127624512,0.0
EURUSD,sell,6.300731182098389,0.0
EURUSD,buy,7.455312728881836,0.00018
EURUSD,sell,6.980461835861206,-0.00014
USDJPY,sell,9.226048231124878,0.0389999999999872
USDJPY,buy,5.413530826568604,-0.0270000000000152
EURUSD,sell,9.55359435081482,-5.000000000010552e-05
USDJPY,sell,9.672533988952637,0.0180000000000006
USDJPY,sell,6.374351263046265,0.0180000000000006
EURUSD,sell,6.508224487304688,1.0000000000065512e-05
USDJPY,sell,7.378439426422119,-0.007000000000005
USDJPY,buy,7.330111503601074,-0.0169999999999959
EURUSD,sell,7.216780185699463,-7.00000000000145e-05
USDJPY,buy,6.217430114746094,0.0010000000000047
EURUSD,sell,6.316783428192139,-2.0000000000131024e-05
USDJPY,sell,7.49904203414917,0.0010000000000047
EURUSD,sell,5.687057495117188,0.0
EURUSD,buy,5.97289776802063,-4.999999999988347e-05
USDJPY,sell,6.800637722015381,0.0060000000000002
EURUSD,buy,5.681706190109253,4.000000000004e-05
EURUSD,buy,5.390426158905029,-8.000000000008001e-05
USDJPY,buy,7.003154516220093,-0.007000000000005
EURUSD,sell,6.42439079284668,-8.000000000008001e-05
USDJPY,sell,7.485066413879394,-0.0020000000000095
EURUSD,sell,6.570921897888184,5.999999999994898e-05
EURUSD,buy,8.887274742126465,-2.999999999997449e-05
USDJPY,sell,11.228331089019775,-0.0289999999999963
EURUSD,sell,6.429308891296387,9.9999999999989e-05
EURUSD,sell,6.624435424804688,-1.0000000000065512e-05
EURUSD,buy,6.439669609069824,9.999999999843467e-06
EURUSD,buy,6.029233455657959,-1.0000000000065512e-05
USDJPY,sell,8.049912929534912,-0.0060000000000002
USDJPY,sell,6.559478044509888,0.0100000000000193
EURUSD,buy,7.53427267074585,7.00000000000145e-05
USDJPY,sell,10.050798892974854,0.0289999999999963
USDJPY,sell,6.467357873916626,-0.0370000000000061
USDJPY,sell,6.628867864608765,0.032999999999987
USDJPY,buy,9.298466682434082,0.0019999999999811
USDJPY,sell,7.366204261779785,0.0050000000000238
USDJPY,sell,5.315872669219971,0.0010000000000047
USDJPY,sell,5.19947075843811,-0.0099999999999909
EURUSD,buy,6.048033952713013,2.0000000000131024e-05
EURUSD,buy,5.496287822723389,-2.0000000000131024e-05
EURUSD,buy,6.474612236022949,-7.00000000000145e-05
EURUSD,sell,6.897518396377564,-7.00000000000145e-05
USDJPY,buy,7.665345191955566,0.0229999999999961
USDJPY,buy,8.327990531921387,0.007000000000005
EURUSD,sell,7.676305770874023,0.0002699999999999
EURUSD,buy,6.298655271530151,2.0000000000131024e-05
EURUSD,buy,7.073260545730591,0.0
USDJPY,buy,8.731369495391846,-0.0409999999999968
EURUSD,sell,6.594199895858765,-0.00024
EURUSD,buy,10.078508853912354,-8.999999999992347e-05
USDJPY,buy,8.825955152511597,-0.01400000000001
EURUSD,buy,6.147834300994873,-8.000000000008001e-05
USDJPY,buy,5.937178611755371,0.007000000000005
EURUSD,sell,5.519667863845825,-5.999999999994898e-05
EURUSD,sell,6.177330732345581,-3.999999999981796e-05
USDJPY,sell,5.71774959564209,-0.0120000000000004
EURUSD,sell,20.441920280456543,-5.000000000010552e-05
EURUSD,sell,16.943064212799072,2.999999999997449e-05
EURUSD,buy,6.870883941650391,0.0
EURUSD,buy,7.6008336544036865,-2.0000000000131024e-05
EURUSD,sell,6.971689701080322,7.00000000000145e-05
EURUSD,sell,5.233300447463989,-1.999999999990898e-05
USDJPY,buy,5.830999851226807,0.0039999999999906
USDJPY,buy,5.279932022094727,-0.0099999999999909
EURUSD,sell,5.707570314407349,0.00021
USDJPY,buy,6.872007369995117,0.0049999999999954
USDJPY,buy,6.624987602233887,0.0100000000000193
EURUSD,buy,6.895581483840942,4.000000000004e-05
USDJPY,sell,8.055791854858398,0.0020000000000095
EURUSD,sell,6.98059606552124,2.0000000000131024e-05
USDJPY,sell,11.566435098648071,-0.0109999999999956
USDJPY,sell,11.295982837677002,0.0020000000000095
USDJPY,buy,6.677689075469971,0.0219999999999913
EURUSD,buy,5.696253299713135,9.999999999843467e-06
EURUSD,sell,5.212586402893066,2.999999999997449e-05
EURUSD,sell,6.389660835266113,1.0000000000065512e-05
EURUSD,buy,7.639862537384033,-8.000000000008001e-05
EURUSD,sell,6.7277891635894775,4.000000000004e-05
EURUSD,sell,7.569491863250732,-1.0000000000065512e-05
EURUSD,sell,5.40384316444397,0.0
EURUSD,buy,6.559027910232544,0.0
USDJPY,buy,5.663709878921509,0.0020000000000095
USDJPY,buy,6.524240255355835,0.0049999999999954
EURUSD,buy,6.425135612487793,-2.0000000000131024e-05
USDJPY,sell,8.249093055725098,-0.007000000000005
USDJPY,buy,5.264275312423706,-0.0010000000000047
USDJPY,buy,6.895287990570068,-0.0080000000000097
EURUSD,buy,5.343214273452759,-2.999999999997449e-05
EURUSD,sell,6.807140827178955,0.0001199999999998
EURUSD,sell,8.055910110473633,-5.999999999994898e-05
EURUSD,buy,6.852468013763428,-9.999999999843467e-06
EURUSD,buy,7.301100015640259,0.0
USDJPY,sell,4.683385372161865,0.0010000000000047
EURUSD,buy,6.565187692642212,1.0000000000065512e-05
USDJPY,sell,5.314353466033936,-0.0039999999999906
USDJPY,sell,7.60225510597229,-0.0049999999999954
EURUSD,buy,6.97971248626709,-2.0000000000131024e-05
USDJPY,buy,6.632592678070068,0.0060000000000002
USDJPY,buy,5.984671354293823,0.0150000000000147
USDJPY,buy,6.371530055999756,-0.0199999999999818
USDJPY,buy,6.656401634216309,-0.0069999999999765
USDJPY,sell,7.350396633148193,-0.0010000000000047
EURUSD,sell,5.659655809402466,3.999999999981796e-05
EURUSD,buy,7.51432204246521,5.000000000010552e-05
EURUSD,buy,7.456338167190552,0.0
USDJPY,buy,4.759880304336548,-0.0010000000000047
EURUSD,buy,6.422900915145874,0.0
USDJPY,sell,4.871495008468628,0.004000000000019
EURUSD,sell,4.97474217414856,-4.000000000004e-05
USDJPY,buy,4.729119777679443,0.0089999999999861
EURUSD,buy,6.7795374393463135,0.0
EURUSD,sell,6.339784860610962,-4.000000000004e-05
EURUSD,sell,5.137477397918701,-2.999999999997449e-05
EURUSD,buy,5.321241855621338,1.999999999990898e-05
USDJPY,sell,6.480042219161987,0.007000000000005
EURUSD,buy,5.726901292800903,1.0000000000065512e-05
USDJPY,buy,6.517893075942993,-0.007000000000005
EURUSD,buy,7.392539024353027,5.000000000010552e-05
EURUSD,buy,5.927054166793823,-2.0000000000131024e-05
EURUSD,buy,5.120439767837524,-1.0000000000065512e-05
EURUSD,buy,6.376526117324829,1.999999999990898e-05
USDJPY,sell,5.3622822761535645,0.0099999999999909
EURUSD,sell,6.434914350509644,0.0
EURUSD,sell,7.488426923751831,3.999999999981796e-05
USDJPY,buy,6.258581161499023,0.0020000000000095
EURUSD,sell,8.79518437385559,4.000000000004e-05
USDJPY,buy,7.049307346343994,0.0079999999999813
EURUSD,buy,8.014848470687866,-6.000000000017103e-05
EURUSD,sell,6.780111074447632,5.000000000010552e-05
EURUSD,buy,5.841619729995728,-9.999999999843467e-06
USDJPY,sell,6.886347532272339,0.0
USDJPY,buy,6.112854242324829,-0.0019999999999811
EURUSD,sell,5.205445528030396,3.999999999981796e-05
USDJPY,buy,5.18022346496582,0.0
USDJPY,buy,4.608215093612671,0.0030000000000143
EURUSD,buy,4.715322017669678,-2.999999999997449e-05
EURUSD,sell,5.570594787597656,-4.000000000004e-05
EURUSD,sell,6.930019378662109,7.00000000000145e-05
EURUSD,sell,4.66230058670044,-1.0000000000065512e-05
USDJPY,sell,6.1608428955078125,0.0
EURUSD,buy,6.123950242996216,4.999999999988347e-05
USDJPY,sell,5.4047839641571045,-0.0120000000000004
USDJPY,sell,5.174344301223755,0.0
EURUSD,sell,8.433302402496338,1.0000000000065512e-05
EURUSD,buy,6.217489719390869,0.0
EURUSD,sell,6.199006080627441,1.999999999990898e-05
EURUSD,sell,6.754915475845337,0.0
USDJPY,sell,8.445764064788818,0.0
EURUSD,sell,5.475005149841309,-1.0000000000065512e-05
EURUSD,sell,7.581045150756836,-2.0000000000131024e-05
EURUSD,sell,5.880823612213135,-2.0000000000131024e-05
USDJPY,buy,5.291329860687256,-0.0120000000000004
USDJPY,sell,5.2684006690979,0.0039999999999906
EURUSD,sell,6.681548118591309,-2.999999999997449e-05
EURUSD,sell,6.171601295471191,5.999999999994898e-05
USDJPY,sell,5.2987449169158936,0.0029999999999859
EURUSD,sell,7.234814167022705,-1.0000000000065512e-05
USDJPY,buy,8.637608051300049,-0.0099999999999909
EURUSD,buy,5.914578676223755,2.0000000000131024e-05
EURUSD,buy,5.083376169204712,0.0
EURUSD,buy,6.461261749267578,2.0000000000131024e-05
EURUSD,sell,6.47675895690918,-1.999999999990898e-05
EURUSD,buy,4.703613758087158,0.0
EURUSD,buy,8.529146909713745,0.0
USDJPY,buy,5.274418115615845,0.0
USDJPY,sell,9.568032503128052,0.0079999999999813
EURUSD,sell,5.55193829536438,-2.0000000000131024e-05
EURUSD,buy,5.48597264289856,-1.0000000000065512e-05
USDJPY,sell,6.785327672958374,-0.0019999999999811
EURUSD,sell,4.791853904724121,9.999999999843467e-06
EURUSD,sell,5.823789596557617,1.0000000000065512e-05
EURUSD,buy,7.1213977336883545,4.000000000004e-05
EURUSD,sell,5.44094181060791,0.0
USDJPY,buy,6.916107177734375,-0.0010000000000047
EURUSD,sell,4.594565153121948,-1.0000000000065512e-05
USDJPY,sell,6.530699968338013,0.0039999999999906
EURUSD,buy,5.951055526733398,-1.0000000000065512e-05
USDJPY,buy,4.774311065673828,-0.0020000000000095
EURUSD,sell,5.900066375732422,2.0000000000131024e-05
EURUSD,buy,5.764743804931641,-4.000000000004e-05
EURUSD,sell,6.894214630126953,-9.999999999843467e-06
EURUSD,buy,4.88343358039856,-7.00000000000145e-05
USDJPY,sell,6.373602390289307,0.007000000000005
EURUSD,buy,6.440400123596191,4.000000000004e-05
EURUSD,sell,6.325519323348999,-2.0000000000131024e-05
EURUSD,sell,6.15544867515564,2.0000000000131024e-05
EURUSD,buy,4.666061401367188,-1.0000000000065512e-05
EURUSD,buy,6.273206233978272,9.999999999843467e-06
EURUSD,sell,7.425251722335815,-4.999999999988347e-05
EURUSD,buy,4.690963745117188,-8.000000000008001e-05
USDJPY,buy,5.33539080619812,0.0
EURUSD,sell,4.765813827514648,2.999999999997449e-05
USDJPY,sell,9.932027101516724,0.0079999999999813
EURUSD,sell,6.2018818855285645,0.0
USDJPY,buy,5.348840236663818,0.0100000000000193
EURUSD,sell,4.791542530059815,1.0000000000065512e-05
EURUSD,buy,4.698179721832275,0.0
EURUSD,sell,5.828262805938721,-1.0000000000065512e-05
EURUSD,buy,6.394405841827393,1.0000000000065512e-05
EURUSD,buy,5.054882764816284,-1.0000000000065512e-05
EURUSD,buy,6.48268461227417,0.0
USDJPY,sell,4.744118690490723,-0.0019999999999811
EURUSD,buy,6.411369562149048,-9.999999999843467e-06
EURUSD,buy,6.294525623321533,1.999999999990898e-05
USDJPY,sell,6.414986848831177,-0.0039999999999906
EURUSD,sell,7.871678590774536,5.000000000010552e-05
EURUSD,sell,4.733355045318604,5.999999999994898e-05
EURUSD,sell,4.619784593582153,-4.000000000004e-05
USDJPY,sell,6.371355295181274,-0.0020000000000095
EURUSD,sell,5.4713966846466064,0.0
EURUSD,buy,6.208624839782715,-2.0000000000131024e-05
EURUSD,buy,5.790183544158936,9.999999999843467e-06
USDJPY,sell,6.687893867492676,-0.0010000000000047
USDJPY,buy,5.330258369445801,0.0
EURUSD,buy,5.351269960403442,-5.999999999994898e-05
USDJPY,sell,5.504856109619141,-0.0060000000000002
USDJPY,buy,6.330914974212647,0.0
EURUSD,sell,5.541817665100098,-9.999999999843467e-06
EURUSD,sell,5.895355224609375,9.999999999843467e-06
EURUSD,buy,6.290147542953491,-2.0000000000131024e-05
EURUSD,sell,5.03179931640625,-2.999999999997449e-05
EURUSD,buy,5.993891477584839,0.0
USDJPY,buy,6.551318645477295,-0.0010000000000047
USDJPY,buy,5.562100887298584,-0.0080000000000097
USDJPY,sell,6.2863852977752686,-0.0050000000000238
EURUSD,sell,5.994420528411865,2.999999999997449e-05
EURUSD,sell,5.596649646759033,1.999999999990898e-05
USDJPY,buy,5.513242959976196,0.0020000000000095
EURUSD,sell,10.270620822906494,-2.999999999997449e-05
EURUSD,buy,7.428902626037598,2.999999999997449e-05
EURUSD,buy,5.346580505371094,0.0
EURUSD,buy,5.92441987991333,-2.0000000000131024e-05
EURUSD,buy,5.743788480758667,-9.999999999843467e-06
EURUSD,sell,6.194934368133545,0.0
USDJPY,sell,6.719485282897949,0.0010000000000047
USDJPY,sell,6.295124769210815,-0.0010000000000047
EURUSD,sell,5.992616176605225,0.0
USDJPY,sell,5.964723587036133,0.0100000000000193
EURUSD,sell,6.89033842086792,0.0
