0,1,2,3
USDJPY,sell,9.868732690811157,0.018000000000000682
USDJPY,sell,9.351560831069946,0.01099999999999568
EURUSD,buy,6.6465744972229,-4.0000000000040004e-05
EURUSD,buy,5.509697675704956,-2.999999999997449e-05
USDJPY,sell,8.248849391937256,0.02200000000001978
USDJPY,sell,9.332135915756226,0.008000000000009777
USDJPY,buy,4.805145740509033,-0.0049999999999954525
USDJPY,buy,6.518274545669556,0.007000000000005002
USDJPY,buy,7.544832229614258,-0.007000000000005002
EURUSD,buy,7.697242021560669,-1.999999999990898e-05
EURUSD,sell,5.694195032119751,7.999999999985796e-05
EURUSD,sell,6.792894601821899,-1.999999999990898e-05
EURUSD,sell,8.762117385864258,9.999999999843467e-06
USDJPY,sell,6.14689302444458,-0.013999999999981583
EURUSD,buy,6.016053676605225,2.999999999997449e-05
EURUSD,buy,7.217394113540649,4.0000000000040004e-05
EURUSD,sell,6.239372253417969,0.0
USDJPY,buy,5.447744846343994,-0.0020000000000095497
USDJPY,sell,6.937398195266724,-0.0049999999999954525
EURUSD,sell,6.5349462032318115,-5.999999999994898e-05
EURUSD,sell,4.823913812637329,0.0
EURUSD,buy,5.524235010147095,0.0
USDJPY,sell,9.075579643249512,-0.014999999999986358
USDJPY,sell,7.26079535484314,0.0010000000000047748
EURUSD,buy,7.194212436676025,5.0000000000105516e-05
EURUSD,buy,7.022086143493652,2.0000000000131024e-05
EURUSD,sell,7.095005750656128,5.999999999994898e-05
USDJPY,sell,9.31879472732544,-0.006000000000000227
USDJPY,buy,6.955594778060913,-0.0020000000000095497
EURUSD,sell,8.12461519241333,4.0000000000040004e-05
USDJPY,sell,6.2252116203308105,0.007000000000005002
EURUSD,sell,6.480401039123535,0.0
EURUSD,sell,7.4198808670043945,-4.999999999988347e-05
USDJPY,buy,6.032950162887573,-0.01300000000000523
USDJPY,sell,6.6725499629974365,0.0020000000000095497
USDJPY,buy,11.401337146759033,0.0
EURUSD,sell,6.627597093582153,0.0
USDJPY,sell,6.595047473907471,-0.0030000000000143245
USDJPY,sell,5.265071153640747,-0.002999999999985903
EURUSD,buy,8.510865688323975,1.0000000000065512e-05
EURUSD,buy,7.506941556930542,-3.999999999981796e-05
USDJPY,buy,7.337726354598999,0.014000000000010004
USDJPY,sell,8.712035179138184,-0.0010000000000047748
EURUSD,buy,5.996315002441406,-2.999999999997449e-05
USDJPY,sell,6.581345081329346,-0.016000000000019554
USDJPY,buy,9.217864274978638,-0.007000000000005002
EURUSD,sell,6.26594877243042,-4.0000000000040004e-05
EURUSD,sell,5.796212911605835,1.0000000000065512e-05
USDJPY,sell,6.568644762039185,-0.004000000000019099
USDJPY,sell,8.582175493240356,-0.0010000000000047748
EURUSD,sell,9.058399677276611,-2.0000000000131024e-05
EURUSD,buy,6.648461818695068,2.999999999997449e-05
USDJPY,sell,7.192327499389648,0.006000000000000227
EURUSD,sell,6.907367944717407,-2.999999999997449e-05
USDJPY,buy,7.279930353164673,0.012000000000000455
USDJPY,sell,6.447856426239014,0.0010000000000047748
EURUSD,sell,6.999824047088623,1.0000000000065512e-05
EURUSD,buy,8.047043561935425,0.0
USDJPY,buy,8.888869762420654,0.01300000000000523
USDJPY,sell,7.597577333450317,-0.016999999999995907
USDJPY,sell,5.781260967254639,-0.030000000000001137
EURUSD,buy,7.424128532409668,-5.0000000000105516e-05
USDJPY,sell,7.391195297241211,0.008000000000009777
EURUSD,buy,5.929302453994751,9.999999999843467e-06
EURUSD,buy,6.569689512252808,9.999999999843467e-06
EURUSD,sell,8.229954957962036,2.999999999997449e-05
EURUSD,buy,8.581608533859253,-7.00000000000145e-05
EURUSD,buy,5.420152425765991,8.999999999992347e-05
USDJPY,buy,8.460616827011108,-0.012000000000000455
EURUSD,buy,7.215042352676392,4.0000000000040004e-05
USDJPY,buy,7.244685173034668,-0.010000000000019327
USDJPY,sell,9.256225109100342,-0.014999999999986358
USDJPY,sell,6.529138088226318,0.003999999999990678
EURUSD,sell,7.263521194458008,-1.999999999990898e-05
USDJPY,buy,8.472767353057861,0.007999999999981355
EURUSD,sell,6.3313586711883545,1.999999999990898e-05
EURUSD,buy,6.708212852478027,-1.999999999990898e-05
EURUSD,buy,6.746901512145996,2.999999999997449e-05
USDJPY,sell,5.1171698570251465,0.00899999999998613
USDJPY,sell,6.732474088668823,0.0010000000000047748
EURUSD,buy,7.793146371841431,-5.999999999994898e-05
EURUSD,sell,8.599815368652344,-4.0000000000040004e-05
USDJPY,buy,8.604899883270264,0.014000000000010004
USDJPY,buy,6.233458042144775,0.09799999999998477
EURUSD,buy,6.684881210327148,-8.999999999992347e-05
EURUSD,buy,6.696887493133545,-2.999999999997449e-05
EURUSD,buy,6.712032079696655,-0.00015999999999993797
USDJPY,sell,6.149900913238525,0.029000000000024784
USDJPY,buy,6.453047513961792,-0.02600000000001046
USDJPY,sell,9.501254796981812,0.020000000000010232
