0,1,2,3
USDJPY,buy,7.588617563247681,-0.009999999999990905
EURUSD,buy,7.278923988342285,-4.0000000000040004e-05
USDJPY,sell,5.197042942047119,0.0009999999999763531
USDJPY,buy,5.221896409988403,-0.002999999999985903
EURUSD,buy,7.2887959480285645,0.0
USDJPY,buy,7.8080432415008545,0.002999999999985903
EURUSD,sell,6.433969259262085,4.999999999988347e-05
EURUSD,sell,6.1834876537323,-3.0000000000196536e-05
EURUSD,buy,5.3069915771484375,-4.0000000000040004e-05
USDJPY,sell,6.110353708267212,0.0030000000000143245
USDJPY,sell,5.7370994091033936,0.0049999999999954525
EURUSD,sell,6.3803839683532715,0.0
EURUSD,buy,9.891080617904663,7.00000000000145e-05
EURUSD,sell,7.476744174957275,-9.999999999843467e-06
USDJPY,sell,9.457862138748169,-0.01300000000000523
USDJPY,buy,7.2402613162994385,-0.01300000000000523
EURUSD,buy,6.376672983169556,5.0000000000105516e-05
USDJPY,sell,7.1780877113342285,-0.006000000000000227
USDJPY,sell,9.458305835723877,-0.01999999999998181
USDJPY,buy,7.136883735656738,0.0
USDJPY,sell,5.08492374420166,0.0
USDJPY,sell,6.298163175582886,-0.03300000000001546
EURUSD,buy,6.519122123718262,-2.999999999997449e-05
USDJPY,sell,6.363262891769409,-0.0020000000000095497
EURUSD,sell,9.682960987091064,-2.999999999997449e-05
USDJPY,sell,6.584901809692383,0.004000000000019099
EURUSD,buy,4.825703144073486,-1.999999999990898e-05
USDJPY,sell,5.433681488037109,-0.0069999999999765805
EURUSD,sell,6.173796653747559,-2.999999999997449e-05
EURUSD,buy,7.11549186706543,0.0
EURUSD,sell,5.638969898223877,-2.999999999997449e-05
USDJPY,sell,10.65069031715393,-0.012000000000000455
USDJPY,buy,8.274520874023438,-0.001999999999981128
EURUSD,sell,5.221370220184326,0.0
EURUSD,buy,6.756019115447998,0.0
EURUSD,sell,9.205833435058594,9.999999999843467e-06
EURUSD,sell,6.426250696182251,1.0000000000065512e-05
USDJPY,buy,7.242112636566162,-0.0030000000000143245
USDJPY,sell,7.924535512924194,0.01700000000002433
USDJPY,buy,6.523358106613159,-0.001999999999981128
EURUSD,buy,4.978979825973511,-5.999999999994898e-05
USDJPY,sell,7.309597015380859,0.0010000000000047748
USDJPY,sell,5.47644829750061,-0.012000000000000455
USDJPY,buy,6.900730133056641,-0.012000000000000455
EURUSD,sell,9.891161680221558,0.0
EURUSD,buy,6.514484405517578,4.0000000000040004e-05
USDJPY,sell,5.739344120025635,-0.004000000000019099
USDJPY,buy,6.203274250030518,0.007999999999981355
EURUSD,sell,10.326906442642212,9.999999999843467e-06
USDJPY,sell,6.825057744979858,0.016000000000019554
USDJPY,sell,11.41456913948059,0.008000000000009777
EURUSD,buy,6.459951400756836,-1.0000000000065512e-05
EURUSD,buy,7.0969414710998535,9.999999999843467e-06
USDJPY,sell,9.479181051254272,0.019000000000005457
USDJPY,buy,6.990962028503418,-0.004000000000019099
EURUSD,sell,8.76813793182373,-5.0000000000105516e-05
EURUSD,buy,6.8565673828125,-2.999999999997449e-05
EURUSD,buy,6.308326959609985,-1.0000000000065512e-05
EURUSD,buy,6.403907537460327,0.0
EURUSD,buy,8.113871812820435,-1.0000000000065512e-05
USDJPY,buy,6.70187520980835,0.0
EURUSD,buy,7.479339361190796,1.0000000000065512e-05
EURUSD,sell,6.126620292663574,-1.0000000000065512e-05
EURUSD,sell,5.941243648529053,1.999999999990898e-05
EURUSD,sell,6.946530103683472,-1.0000000000065512e-05
USDJPY,buy,6.551093578338623,0.0030000000000143245
EURUSD,sell,6.956307411193848,-4.0000000000040004e-05
EURUSD,buy,6.808284282684326,-9.999999999843467e-06
USDJPY,buy,11.934844970703125,0.01099999999999568
USDJPY,buy,6.445871114730835,-0.001999999999981128
EURUSD,buy,4.846054553985596,1.0000000000065512e-05
USDJPY,buy,6.226583480834961,0.0020000000000095497
EURUSD,buy,12.13285779953003,0.0009900000000000464
USDJPY,buy,12.154229640960693,-0.025000000000005684
USDJPY,sell,8.320020198822021,-0.054000000000002046
EURUSD,sell,7.097487688064575,2.0000000000131024e-05
EURUSD,sell,6.056599855422974,9.999999999998899e-05
EURUSD,buy,8.09015679359436,8.000000000008001e-05
EURUSD,buy,7.479883670806885,5.999999999994898e-05
USDJPY,buy,11.411482572555542,0.022999999999996135
USDJPY,buy,5.492098808288574,-0.003999999999990678
EURUSD,buy,12.270003080368042,2.999999999997449e-05
EURUSD,sell,6.540522336959839,2.999999999997449e-05
USDJPY,sell,5.808542728424072,0.006000000000000227
EURUSD,buy,7.154910087585449,0.00012999999999996348
USDJPY,sell,5.426446199417114,-0.0049999999999954525
USDJPY,buy,8.33106017112732,-0.005000000000023874
EURUSD,sell,6.398564338684082,9.999999999998899e-05
EURUSD,buy,8.608497142791748,-0.00017000000000000348
USDJPY,sell,6.200123310089111,0.0
EURUSD,buy,13.227957963943481,5.0000000000105516e-05
USDJPY,sell,10.78073763847351,0.023000000000024556
USDJPY,buy,10.870855569839478,0.0
USDJPY,buy,7.59459114074707,-0.008000000000009777
EURUSD,buy,8.929522514343262,-1.999999999990898e-05
USDJPY,sell,7.249509811401367,0.0
EURUSD,buy,6.698021650314331,-0.0001500000000000945
USDJPY,sell,7.666500806808472,0.009000000000014552
USDJPY,sell,16.613030433654785,-0.016000000000019554
EURUSD,buy,6.778909683227539,5.0000000000105516e-05
